dataset_id;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Publisher;Reference;Attributions;Created;Issued;Creator;Contributor;Contact name;Contact email;Accrual periodicity;Spatial;Temporal;Granularity;Data quality;Publisher type;Cycle de publication;Périodicité de mise à jour;Number of records;Published;Statut de publication
sncf-intercites-gtfs;True;Horaires des lignes Intercités;"Horaires des lignes Intercités
opérées par la SNCF :
horaires théoriques aux formats GTFS et NeTEx, mis à jour
     quotidiennement sur les 60 jours de circulation à venir horaires temps réel au format GTFS-RT TU (service ""Trip
     Updates""), mis à jour toutes les 2 minutes pour les trains circulant
     dans les 60 prochaines minutesinformations concernant les trains (TER, Intercités et TGV) au format GTFS-RT
     SA (Service Alerts) et SIRI SX Lite (service ""Situation eXchange"")
     : mise à jour toutes les 2 minutes pour les circulations à venir
L'exposition de l'offre de
transport des lignes Intercités, déjà disponible au niveau théorique aux
formats GTFS et NeTEx (qui est la norme technique européenne pour l'échange de
données de transport), s'enrichit à compter de mi-juillet 2022 d'une
information en temps réel GTFS-RT (service Trip Updates).
Les données en temps réel sont complétées
par les informations contextuelles sur les trains, mais dans un flux incluant
TER, Intercités et TGV sous format GTFS-RT SA (Service Alerts), depuis le 28
mai 2024 et SIRI SX Lite (service ""Situation eXchange"") depuis le 1er
septembre 2023.
Les fichiers sont disponibles aux
liens suivants :
pour le GTFS : https://eu.ftp.opendatasoft.com/sncf/gtfs/export-intercites-gtfs-last.zippour le NeTEx : https://eu.ftp.opendatasoft.com/sncf/horaires/export-intercites-netex-last.zippour le GTFS-RT, service Trip Updates : https://proxy.transport.data.gouv.fr/resource/sncf-ic-gtfs-rt-trip-updatespour le GTFS-RT SA : https://proxy.transport.data.gouv.fr/resource/sncf-gtfs-rt-service-alertspour le SIRI SX LITE : https://proxy.transport.data.gouv.fr/resource/sncf-siri-lite-situation-exchange
Quelques remarques techniques :
Des mises à jour ont été effectuées sur les données GTFS : le plan de
     transport théorique intègre désormais à l'échelle nationale les
     adaptations connues la veille à 17h en cas de perturbations ou de
     mouvements sociaux.Pour les flux GTFS-RT SA et SIRI SX Lite, nous attirons votre
     attention. Actuellement nos systèmes ne permettent pas de reconstituer
     strictement l’identifiant de la course utilisé dans le théorique. Ces flux
     nécessitent donc pour l’instant un traitement complémentaire. Pour le SIRI
     SX LITE, vous pouvez utiliser le numéro commercial du train, que vous
     trouverez <VehiculeJourneyRef>. Pour le GTFS-RT SA, vous pouvez
     utiliser les <trip_id> sans les derniers caractères qui se trouvent
     derrière la lettre « F » ou « R ». 
En cas de question, vous pouvez
contacter l'équipe Open data SNCF Voyageurs à l'adresse suivante : Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr";Horaires et itinéraires;Horaires,Train,Gare de voyageurs,Intercités,GTFS,NeTEx,GTFS-RT,Temps réel,SIRI LITE;Open Database License (ODbL);fr;;2024-08-02;2024-05-28;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Quotidienne;5;True;
sncf-ter-gtfs;True;Horaires des lignes TER;"Horaires des lignes TER (Trains
Express Régionaux) opérées par la SNCF :
horaires théoriques aux formats GTFS et NeTEx, mis à jour
     quotidiennement sur les 60 jours de circulation à venir horaires temps réel au format GTFS-RT TU (service ""Trip
     Updates""), mis à jour toutes les 2 minutes pour les trains circulant
     dans les 60 prochaines minutesinformations concernant les trains (TER, Intercités et TGV) au format GTFS-RT
     SA (Service Alerts) et SIRI SX Lite (service ""Situation eXchange"")
     : mise à jour toutes les 2 minutes pour les circulations à venir
L'exposition de l'offre de
transport des lignes TER, déjà disponible au niveau théorique aux formats GTFS
et NeTEx (qui est la norme technique européenne pour l'échange de données de
transport), s'enrichit à compter de mi-juillet 2022 d'une information en temps
réel GTFS-RT (service Trip Updates). 
Les données en temps réel sont complétées
par les informations contextuelles sur les trains, mais dans un flux incluant
TER, Intercités et TGV sous format GTFS-RT SA (Service Alerts), depuis le 28
mai 2024 et SIRI SX Lite (service ""Situation eXchange"") depuis le 1er
septembre 2023.
Les fichiers sont disponibles aux
liens suivants :
pour le GTFS : https://eu.ftp.opendatasoft.com/sncf/gtfs/export-ter-gtfs-last.zippour le NeTEx : https://eu.ftp.opendatasoft.com/sncf/horaires/export-ter-netex-last.zippour le GTFS-RT TU : https://proxy.transport.data.gouv.fr/resource/sncf-ter-gtfs-rt-trip-updatespour le GTFS-RT SA : https://proxy.transport.data.gouv.fr/resource/sncf-gtfs-rt-service-alertspour le SIRI SX LITE : https://proxy.transport.data.gouv.fr/resource/sncf-siri-lite-situation-exchange
Quelques remarques techniques
: 
Des mises à jour ont été effectuées sur les données GTFS : le plan de
     transport théorique intègre désormais à l'échelle nationale les
     adaptations connues la veille à 17h en cas de perturbations ou de
     mouvements sociaux.Pour les flux GTFS-RT SA et SIRI SX Lite, nous attirons votre
     attention. Actuellement nos systèmes ne permettent pas de reconstituer
     strictement l’identifiant de la course utilisé dans le théorique. Ces flux
     nécessitent donc pour l’instant un traitement complémentaire. Pour le SIRI
     SX LITE, vous pouvez utiliser le numéro commercial du train, que vous
     trouverez <VehiculeJourneyRef>. Pour le GTFS-RT SA, vous pouvez
     utiliser les <trip_id> sans les derniers caractères qui se trouvent
     derrière la lettre « F » ou « R ». 
En cas de question, vous pouvez
contacter l'équipe Open data SNCF Voyageurs à l'adresse suivante : Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr";Horaires et itinéraires;Horaires,Train,Gare de voyageurs,GTFS,TER,NeTEx,GTFS-RT,Temps réel,SIRI LITE;Open Database License (ODbL);fr;;2024-08-02;2024-05-28;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Quotidienne;5;True;
sncf-transilien-gtfs-old;False;Horaires des lignes Transilien;"Information importante concernant le changement de format de l’offre de transport  Afin de se mettre en conformité avec les dispositions de la loi LOM, des évolutions importantes sont à prévoir pour le mois de Juin :  Une alimentation quotidienne de l’offre de transport Transilien La mise en place de nouveaux référentiels (ILICO,
ICAR)Une nouvelle structure de l’offreEt de fait, un changement au niveau des formats
de mise à disposition de l’offre de transport sur l’open data via le GTFS +
fourniture d’un format NeTEx  Ces évolutions seront effectives fin juin (date
exacte à confirmer), et elles permettront de répondre aux exigences
règlementaires de la loi LOM. Vous trouverez ci-dessous quelques éléments
explicatifs : Télécharger au format pptx. Télécharger au format pdf.    Voici un exemple de fichier GTFS nouveau format.     
 Vous pouvez nous contacter à l'adresse mail suivante:  LD.OpenData-Transilien@sncf.fr";Horaires et itinéraires;Horaire,Train,Gare de voyageurs,GTFS,Ile-de-France,Transilien;Open Database License (ODbL);fr;;2021-07-02;2024-01-10;2024-07-23;SNCF Voyageurs;;;;2012-04-04;;;;;Toutes les semaines;;;Gare et train Transilien (Ile-de-France);;;;;4;True;
sncf-transilien-gtfs;True;Horaires des lignes Transilien;"Information importante concernant le changement de format de l’offre de transport  Afin de se mettre en conformité avec les exigences réglementaires de la loi LOM, des évolutions importantes sont mises en place depuis juillet 2021 : Une alimentation quotidienne de l’offre de transport Transilien ; La mise en place de nouveaux référentiels (ILICO,
ICAR) ;Une nouvelle structure de l’offre ;Et de fait, un changement au niveau des formats
de mise à disposition de l’offre de transport sur l’open data via, en plus de la fourniture d'un format GTFS, d'un format NeTEx qui est le format de référence défini au niveau européen.
Vous trouverez ci-dessous quelques éléments
explicatifs :
 Télécharger au format pptx. Télécharger au format pdf.Le fichier GTFS est disponible ici :  https://eu.ftp.opendatasoft.com/sncf/gtfs/transilien-gtfs.zip    Le fichier au format NeTEX est disponible ici : https://eu.ftp.opendatasoft.com/sncf/gtfs/transilien-netexfr.zip   Le fichier de transcodification (V8) est téléchargeable en pièce jointe.  En cas de question, vous pouvez nous contacter à l'adresse mail suivante : LD.OpenData-Transilien@sncf.fr";Horaires et itinéraires;Horaires,Train,Gare de voyageurs,Ile-de-France,Transilien,GTFS,NeTEx;Open Database License (ODbL);fr;;2024-04-19;2021-11-29;2024-08-02;SNCF Voyageurs;https://eu.ftp.opendatasoft.com/sncf/gtfs/transilien-netexfr.zip;;;;;;;;;;;;;;;Quotidienne;2;True;En retard
horaires-des-train-voyages-tgvinouiouigo;True;Horaires des TGV;"Horaires des lignes TGV opérées par
la SNCF :
horaires théoriques aux formats GTFS et NeTEx, mis à jour
     quotidiennement sur les 30 jours de circulations à venir horaires temps réel au format GTFS-RT TU (service ""Trip
     Updates""), mis à jour toutes les 2 minutes pour les trains circulant
     dans les 60 prochaines minutesinformations concernant les trains (TER, Intercités et TGV) au format GTFS-RT
     SA (Service Alerts) et SIRI SX Lite (service ""Situation eXchange"")
     : mise à jour toutes les 2 minutes pour les circulations à venir
L'exposition de l'offre de
transport des trains TGV inOui et Ouigo, déjà disponible au niveau théorique
aux formats GTFS et NeTEx (qui est la norme technique européenne pour l'échange
de données de transport), s'enrichit à compter de mi-juillet 2022 d'une
information en temps réel GTFS-RT (service Trip Updates).
Les données en temps réel sont complétées
par les informations contextuelles sur les trains, mais dans un flux incluant
TER, Intercités et TGV sous format GTFS-RT SA (Service Alerts), depuis le 28
mai 2024 et SIRI SX Lite (service ""Situation eXchange"") depuis le 1er
septembre 2023.
Les fichiers sont disponibles aux
liens suivants :
pour le GTFS : https://eu.ftp.opendatasoft.com/sncf/gtfs/export_gtfs_voyages.zip pour le NeTEx : https://eu.ftp.opendatasoft.com/sncf/horaires/export-voyages-netex-last.zip ;pour le GTFS-RT, service Trip Updates : https://proxy.transport.data.gouv.fr/resource/sncf-tgv-gtfs-rt-trip-updates pour le GTFS-RT SA : https://proxy.transport.data.gouv.fr/resource/sncf-gtfs-rt-service-alertspour le SIRI SX LITE : https://proxy.transport.data.gouv.fr/resource/sncf-siri-lite-situation-exchange
Quelques remarques techniques :
Des mises à jour ont été effectuées sur les données GTFS : le plan de
     transport théorique intègre désormais à l'échelle nationale les
     adaptations connues la veille à 17h en cas de perturbations ou de
     mouvements sociaux. Le périmètre des circulations a également été complété des
     circulations transfrontalières mais ne comprend ni Eurostar ni Thalys.Pour les flux GTFS-RT SA et SIRI SX Lite, nous attirons votre
     attention. Actuellement nos systèmes ne permettent pas de reconstituer
     strictement l’identifiant de la course utilisé dans le théorique. Ces flux
     nécessitent donc pour l’instant un traitement complémentaire. Pour le SIRI
     SX LITE, vous pouvez utiliser le numéro commercial du train, que vous
     trouverez <VehiculeJourneyRef>. Pour le GTFS-RT SA, vous pouvez
     utiliser les <trip_id> sans les derniers caractères qui se trouvent
     derrière la lettre « F » ou « R ». 
En cas de question, vous pouvez
contacter l'équipe Open data SNCF Voyageurs à l'adresse suivante : Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr";Horaires et itinéraires;Horaires,TGV,Ouigo,Train,Gare de voyageurs,GTFS,NeTEx,GTFS-RT,Temps réel,SIRI LITE;Open Database License (ODbL);fr;;2024-07-05;2024-05-28;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Quotidienne;5;True;En retard
sncf-tram-train-ter-pdl-gtfs;False;Horaires des Tram-Train TER Pays de la Loire;Horaires des lignes Tram-Train TER Pays de la Loire au format GTFS.  Ces horaires sont les horaires théoriques mis à jour tous les jours.  Depuis le 1er janvier 2021, les données GTFS tram-train ne sont plus disponibles sur ce jeu de données (elles sont accessibles via le jeu de données GTFS TER).;Horaires et itinéraires;Horaire,Train,Tramway,GTFS,Pays de la Loire,TER;Open Database License (ODbL);fr;;2021-01-05;;2024-01-10;SNCF Voyageurs;;;;2014-10-13;;;;;Tous les deux mois;;;Région Pays de la Loire;;;;;0;True;
images-des-feux-de-circulation-ferroviaire-en-france;False;Images des feux de circulation ferroviaire en France;"Ce jeu de données produit par l’Institut de Recherche Technologique (IRT) SystemX recense plus de 100 000 images réelles illustrant les 6 types de feux de circulation ferroviaires français avec leurs combinaisons de couleurs (13 états possibles) et leurs 19 signaux différents. Le jeu de données comporte également les informations utiles telles que : -          La date ; -          L’heure ; -          Les paramètres des capteurs ; -          Les cadres de délimitation. Les images sont téléchargeables à travers le lien suivant : https://frsign.irt-systemx.fr/. Créé en 2012, l’Institut de Recherche Technologique (IRT) SystemX se positionne comme un accélérateur de la transformation numérique de l’Industrie, des services et des territoires. Grâce à la mise en commun de composants et d’infrastructures issus des projets de recherche, il consolide des plateformes technologiques, et développe des expertises au service de ses partenaires publics et privés. + En savoir plus  À l’aide de ses partenaires SNCF, Alstom et Systra, SystemX publie le premier jeu de données open source de référence relatif aux feux de circulation ferroviaire.  + Pour plus d’informations";Digital et innovation;SystemX,Feux de circulation ferroviaire;Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License;fr;;2020-07-21;2020-07-21;2023-07-04;SNCF Réseau;;;;;;;;;;;;;;;;Irrégulière;105352;True;
immobilisations-corporelles-2017-cco;True;Immobilisations corporelles CCO du groupe SNCF Réseau depuis 2015;Immobilisations corporelles depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales);Réseau;SNCF RESEAU,Comptes Consolidés,Immobilisations Corporelles;Open Database License (ODbL);fr;;2022-03-24;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;432;True;En retard
immobilisations-corporelles-2017-cso;True;Immobilisations corporelles CSO de SNCF Réseau depuis 2015;Immobilisations corporelles depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU);Réseau;SNCF RESEAU,Comptes Sociaux,Immobilisations Corporelles;Open Database License (ODbL);fr;;2022-03-24;2021-07-01;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;462;True;En retard
immobilisations-financieres-2017-cso;True;Immobilisations financières CSO de SNCF Réseau depuis 2015;Immobilisations financières depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU);Réseau;SNCF RESEAU,Comptes Sociaux,Immobilisations Financières;Open Database License (ODbL);fr;;2022-03-24;2021-07-01;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;5;True;En retard
immobilisations-incorporelles-2017-cco;True;Immobilisations incorporelles CCO du groupe SNCF Réseau depuis 2015;Immobilisations incorporelles depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales);Réseau;SNCF RESEAU,Comptes Consolidés,Immobilisations Incorporelles;Open Database License (ODbL);fr;;2022-03-24;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;196;True;En retard
immobilisations-incorporelles-2017-cso;True;Immobilisations incorporelles CSO de SNCF Réseau depuis 2015;Immobilisations incorporelles depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU);Réseau;SNCF RESEAU,Comptes Sociaux,Immobilisations Incorporelles;Open Database License (ODbL);fr;;2022-03-24;2021-07-01;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;18;True;En retard
